Gene,log2FoldChange,p_value,padj
ENSSSCG00000012634,0.007266430147474733,0.6894743215163193,0.6894743215163193
ENSSSCG00000012637,-0.025042484424863995,0.3825369369167564,0.3825369369167564
ENSSSCG00000012638,0.015015300406611495,0.0834433615754941,0.0834433615754941
ENSSSCG00000012639,0.01066107739548348,0.47729439671299867,0.47729439671299867
ENSSSCG00000012640,0.018453919895878385,0.9230142892836943,0.9230142892836943
ENSSSCG00000012642,-0.009904570021468466,0.5560641170848002,0.5560641170848002
ENSSSCG00000012643,0.016959060542288504,0.5914319914559363,0.5914319914559363
ENSSSCG00000012644,0.050940852166294126,0.18437096995661104,0.18437096995661104
ENSSSCG00000012645,0.0196596808044902,0.5439374829077342,0.5439374829077342
ENSSSCG00000012647,-0.051878358768141085,0.487600139165034,0.487600139165034
ENSSSCG00000012648,0.2975366950274912,0.1613329261244605,0.1613329261244605
ENSSSCG00000012649,0.026860907116988124,0.08876603334063281,0.08876603334063281
ENSSSCG00000012650,0.013538805584016546,0.4624786551129596,0.4624786551129596
ENSSSCG00000012651,0.01573702946904103,0.6652206248411439,0.6652206248411439
ENSSSCG00000012652,-0.034966712410866505,0.223143456642453,0.223143456642453
ENSSSCG00000012653,-0.00936877413021947,0.6631987736321375,0.6631987736321375
ENSSSCG00000012654,0.00604133883932383,0.5986258664838593,0.5986258664838593
ENSSSCG00000012655,0.0010922534266804603,0.9499172875779073,0.9499172875779073
ENSSSCG00000012656,-0.006455627794784877,0.779020837113612,0.779020837113612
ENSSSCG00000012657,0.002926316813243331,0.8132926901998502,0.8132926901998502
ENSSSCG00000012658,-0.011830378339527943,0.524545017166104,0.524545017166104
ENSSSCG00000012659,0.007658570505801878,0.6407541107229034,0.6407541107229034
ENSSSCG00000012660,0.03380137550359787,0.04005691049419631,0.04005691049419631
ENSSSCG00000012661,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012663,0.032491388164884484,0.1888619345446305,0.1888619345446305
ENSSSCG00000012664,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012665,-0.13377198116998384,0.38320178242966185,0.38320178242966185
ENSSSCG00000012666,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012667,-0.04920430656143537,0.0978271548913664,0.0978271548913664
ENSSSCG00000012668,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012669,0.003649032372154401,0.8509925806036467,0.8509925806036467
ENSSSCG00000012671,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012672,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012676,-0.04224000827801649,0.3895482781496795,0.3895482781496795
ENSSSCG00000012678,0.1377105021284913,0.33313901877680485,0.33313901877680485
ENSSSCG00000012679,0.030794387864812405,0.06864593962769729,0.06864593962769729
ENSSSCG00000012680,-0.07560302347162827,0.0015377818117985262,0.0015377818117985262
ENSSSCG00000012685,0.009272349707623867,0.4962700237828057,0.4962700237828057
ENSSSCG00000012686,0.01654255253451081,0.385348289095127,0.385348289095127
ENSSSCG00000012689,0.0006834011997184337,0.9603082929233129,0.9603082929233129
ENSSSCG00000012691,-0.0005548050690093643,0.9753191988053886,0.9753191988053886
ENSSSCG00000012693,0.03610040390923622,0.3458306534984743,0.3458306534984743
ENSSSCG00000012695,-0.010171299169384734,0.5041618669604334,0.5041618669604334
ENSSSCG00000012698,0.012170900048962426,0.10861338818045554,0.10861338818045554
ENSSSCG00000012699,0.013463255737690692,0.20145804170307527,0.20145804170307527
ENSSSCG00000012700,0.009246349007319745,0.7253845766307074,0.7253845766307074
ENSSSCG00000012703,-0.000396517108780705,0.9767962400249606,0.9767962400249606
ENSSSCG00000012705,-0.016205401868173194,0.4069495018489635,0.4069495018489635
ENSSSCG00000012709,-0.12371776249336723,0.884286459546041,0.884286459546041
ENSSSCG00000012711,0.25566730527106035,0.40933012232606136,0.40933012232606136
ENSSSCG00000012712,0.032709220697462675,0.1800735013663747,0.1800735013663747
ENSSSCG00000012713,0.03432037596850414,0.06210988333754219,0.06210988333754219
ENSSSCG00000012714,-0.10793931243897067,0.3626233659311756,0.3626233659311756
ENSSSCG00000012717,-3.1448601070870343,0.3621090120372612,0.3621090120372612
ENSSSCG00000012720,-0.5781937207735391,0.21715051418805473,0.21715051418805473
ENSSSCG00000012724,0.006598621266618953,0.5966480883504132,0.5966480883504132
ENSSSCG00000012727,0.019530792625525047,0.0369852003876997,0.0369852003876997
ENSSSCG00000012730,0.049345382521283274,0.06192118423186815,0.06192118423186815
ENSSSCG00000012731,-0.002723796717118483,0.6973058563007472,0.6973058563007472
ENSSSCG00000012732,-3.089765406775883e-05,0.9998525073387153,0.9998525073387153
ENSSSCG00000012733,0.05022894146878798,0.06541396312972189,0.06541396312972189
ENSSSCG00000012736,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012739,-0.021534648980472255,0.130672126637583,0.130672126637583
ENSSSCG00000012740,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012741,0.0032017372693180675,0.8431091720262952,0.8431091720262952
ENSSSCG00000012742,-0.004010358410001016,0.7876359259136894,0.7876359259136894
ENSSSCG00000012743,0.03599785980125781,0.010135051581279593,0.010135051581279593
ENSSSCG00000012744,-0.0028201071198225174,0.7914531513613838,0.7914531513613838
ENSSSCG00000012746,0.017138732476034008,0.05822878984648298,0.05822878984648298
ENSSSCG00000012753,-0.6001648972109089,0.0487858553359666,0.0487858553359666
ENSSSCG00000012754,0.31314393673431434,0.6525090903465647,0.6525090903465647
ENSSSCG00000012755,0.0529180599550424,0.814732273783598,0.814732273783598
ENSSSCG00000012757,0.018359167321811382,0.17556509459515865,0.17556509459515865
ENSSSCG00000012758,-0.010963779651767128,0.563898157975163,0.563898157975163
ENSSSCG00000012759,0.01738390902842387,0.44650323951040893,0.44650323951040893
ENSSSCG00000012760,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012761,0.030624661344475442,0.8767334648531064,0.8767334648531064
ENSSSCG00000012762,,0.8200302562912986,0.8200302562912986
ENSSSCG00000012766,-0.024082175282284256,0.5155950874760662,0.5155950874760662
ENSSSCG00000012767,-0.004801641175235588,0.7834241752433468,0.7834241752433468
ENSSSCG00000012768,-0.028773654104995737,0.12961088230710996,0.12961088230710996
ENSSSCG00000012769,-0.010356979392521356,0.3632374725631847,0.3632374725631847
ENSSSCG00000012770,-0.02234710389219791,0.2930278041897394,0.2930278041897394
ENSSSCG00000012771,-0.027613947719551505,0.02294604214796689,0.02294604214796689
ENSSSCG00000012772,-0.02390573760934166,0.048788123264039404,0.048788123264039404
ENSSSCG00000012773,-0.010010232803789336,0.7320344163385164,0.7320344163385164
ENSSSCG00000012774,-0.021745784347555915,0.4359462043390244,0.4359462043390244
ENSSSCG00000012779,-0.01917126403345922,0.24121834381239857,0.24121834381239857
ENSSSCG00000012780,-0.06462872064665724,0.0896928703880959,0.0896928703880959
ENSSSCG00000012783,-0.01400166669458235,0.26376110009191955,0.26376110009191955
ENSSSCG00000012784,-0.023748520839656076,0.22566076259565734,0.22566076259565734
ENSSSCG00000012785,-0.018067546563426705,0.09823566097965812,0.09823566097965812
ENSSSCG00000012787,0.0018607830947269485,0.9211463730312379,0.9211463730312379
ENSSSCG00000012789,-0.3380658515389298,0.1415846958890765,0.1415846958890765
ENSSSCG00000012790,-0.05357307065743431,0.03220330656569895,0.03220330656569895
ENSSSCG00000012791,-0.007658002446965338,0.6900176348426275,0.6900176348426275
ENSSSCG00000012792,-0.040044354214482616,0.07264157002769378,0.07264157002769378
ENSSSCG00000012793,-0.004400918268753427,0.8113241934006914,0.8113241934006914
ENSSSCG00000012795,-0.012425611947601632,0.3475572234590629,0.3475572234590629
ENSSSCG00000012811,0.00894897582237528,0.4489980892900315,0.4489980892900315
ENSSSCG00000012812,0.605080788737126,0.2137225995539531,0.2137225995539531
ENSSSCG00000012813,0.003708291467130153,0.8501152241553048,0.8501152241553048
ENSSSCG00000012816,-0.040503955436684294,0.02418088703993332,0.02418088703993332
ENSSSCG00000012817,-0.015238101386500277,0.4372050446749818,0.4372050446749818
ENSSSCG00000012818,0.01890497530455244,0.5772133023636947,0.5772133023636947
ENSSSCG00000012822,-0.009521029001956746,0.643543795654415,0.643543795654415
ENSSSCG00000012823,-0.016407248067271292,0.1837127991179533,0.1837127991179533
ENSSSCG00000012824,0.02133238316515284,0.43406755776173556,0.43406755776173556
ENSSSCG00000012825,-0.004821250311813115,0.8095089084870837,0.8095089084870837
ENSSSCG00000012826,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012827,-0.1588110183854488,0.6422346227663234,0.6422346227663234
ENSSSCG00000012828,0.02420222713053807,0.10295431615089165,0.10295431615089165
ENSSSCG00000012832,0.024885684949430626,0.45890713332483357,0.45890713332483357
ENSSSCG00000012833,,0.04022572903770428,0.04022572903770428
ENSSSCG00000012835,-1.3040455471625934,0.6075940098349053,0.6075940098349053
ENSSSCG00000012836,-0.011107936938695738,0.2130716416790918,0.2130716416790918
ENSSSCG00000012837,-0.00706690646843496,0.6741043626356624,0.6741043626356624
ENSSSCG00000012838,0.010854737879726083,0.5756249201287729,0.5756249201287729
ENSSSCG00000012839,0.1409074917663506,0.2870037240342884,0.2870037240342884
ENSSSCG00000012840,-0.0372575877991254,0.05665838398598951,0.05665838398598951
ENSSSCG00000012841,-0.03430636760891119,0.048495464829301886,0.048495464829301886
ENSSSCG00000012842,-0.019365014427590612,0.31492658290621905,0.31492658290621905
ENSSSCG00000012843,-0.041050008432018954,0.04349479663411368,0.04349479663411368
ENSSSCG00000012844,-0.024980254762712498,0.01232579933356592,0.01232579933356592
ENSSSCG00000012845,-0.015747629724575548,0.28003494591784334,0.28003494591784334
ENSSSCG00000012846,-0.025199128222027502,0.017662523977775492,0.017662523977775492
ENSSSCG00000012847,-0.019497761217422697,0.16922494508960687,0.16922494508960687
ENSSSCG00000012848,0.0193687008523983,0.7050791628184989,0.7050791628184989
ENSSSCG00000012849,-0.0240036809075022,0.16773499121231256,0.16773499121231256
ENSSSCG00000012850,-0.04436046941372246,0.0009497003581434939,0.0009497003581434939
ENSSSCG00000012851,-1.8082788377657892,0.7991913333388406,0.7991913333388406
ENSSSCG00000012852,-0.7837073452660118,0.03055106852930227,0.03055106852930227
ENSSSCG00000012853,0.020262313209871378,0.7729213457134406,0.7729213457134406
ENSSSCG00000012854,-0.008086527294704243,0.6901375903554714,0.6901375903554714
ENSSSCG00000012855,,0.15708929735248012,0.15708929735248012
ENSSSCG00000012856,-0.005191649509923191,0.36895966748859166,0.36895966748859166
ENSSSCG00000012857,-0.01849714425972844,0.23331924821401992,0.23331924821401992
ENSSSCG00000012859,-0.03435969706206507,0.07025813560538517,0.07025813560538517
ENSSSCG00000012862,-0.007146225446836198,0.62635407759007,0.62635407759007
ENSSSCG00000012870,0.007690991313372969,0.7849307797374446,0.7849307797374446
ENSSSCG00000012871,-0.12670786101382786,0.8838743273040519,0.8838743273040519
ENSSSCG00000012872,-0.15264541890912275,0.6608866184945353,0.6608866184945353
ENSSSCG00000012874,-0.02490889304686775,0.21082375276443016,0.21082375276443016
ENSSSCG00000012875,-0.0007067655517574727,0.9725571249616016,0.9725571249616016
ENSSSCG00000012878,-0.02447120396806967,0.0985834571433895,0.0985834571433895
ENSSSCG00000012879,-0.008867578197400094,0.6470932896874007,0.6470932896874007
ENSSSCG00000012880,-0.018819470867515193,0.12442692097039093,0.12442692097039093
ENSSSCG00000012882,0.16981684580053216,0.5034833403343585,0.5034833403343585
ENSSSCG00000012883,-0.03333216046201395,0.8619079366281648,0.8619079366281648
ENSSSCG00000012884,0.014943747058794461,0.13142243028992612,0.13142243028992612
ENSSSCG00000012885,-0.012424915316987035,0.5078031172253062,0.5078031172253062
ENSSSCG00000012886,-0.018725557097089385,0.3345851706144125,0.3345851706144125
ENSSSCG00000012889,-0.008862800097674534,0.5669944198584836,0.5669944198584836
ENSSSCG00000012890,-0.013324952127205003,0.6508274956834229,0.6508274956834229
ENSSSCG00000012893,-0.014114918913619696,0.809713164709943,0.809713164709943
ENSSSCG00000012895,0.00636304277629329,0.7537571498015221,0.7537571498015221
ENSSSCG00000012896,-0.012171318326492823,0.3457193140874769,0.3457193140874769
ENSSSCG00000012902,-0.012010960874819534,0.7317364592882938,0.7317364592882938
ENSSSCG00000012903,-0.006615380674194943,0.5058108520274383,0.5058108520274383
ENSSSCG00000012904,-0.015179262702011477,0.43047583998205996,0.43047583998205996
ENSSSCG00000012905,-0.035989448508271536,0.19164546724712442,0.19164546724712442
ENSSSCG00000012906,,0.05395501999258482,0.05395501999258482
ENSSSCG00000012909,-0.04379549107776566,0.19255907615132645,0.19255907615132645
ENSSSCG00000012910,-0.042811365526958446,0.02834556064284213,0.02834556064284213
ENSSSCG00000012911,0.042536338302668335,0.1059342652296225,0.1059342652296225
ENSSSCG00000012912,0.08025592256006456,0.3330293250923523,0.3330293250923523
ENSSSCG00000012913,-0.014254752278697408,0.26303995375881883,0.26303995375881883
ENSSSCG00000012914,0.0015125686086070668,0.9334424279522738,0.9334424279522738
ENSSSCG00000012915,0.032778323132315615,0.3427338833526874,0.3427338833526874
ENSSSCG00000012916,-0.02601207451320896,0.2801257528816986,0.2801257528816986
