Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSSSCG00000007754	166.3126064476292	0.2995990128240881	0.08814850045346544	3.148180303663768e-5	0.0026389056114467786	TRUE
ENSSSCG00000001478	131.55068515635892	0.2994794404917452	0.10718004034299339	2.1967803762003229e-4	0.008416553501947298	TRUE
ENSSSCG00000028341	31.290870640571526	0.2993556962797735	0.2925344740318629	0.0051023292685703535	0.05732830340510912	FALSE
ENSSSCG00000027628	106.58665941734401	0.2992787630691	0.11768433815340128	4.261996826416331e-4	0.012316764923883537	TRUE
ENSSSCG00000017328	135.32512999565213	0.29890301261790225	0.09877584678142058	1.0758994907457804e-4	0.005718990255600256	TRUE
ENSSSCG00000036747	68.83662232526466	0.2987170751022622	0.14316590139920565	0.0012453234803252184	0.02403822880851681	TRUE
ENSSSCG00000013041	62.344940704514556	0.29809952568611425	0.14984193279055893	0.0014852281066915064	0.026263264376134656	TRUE
ENSSSCG00000013517	45.21357582177805	0.2971127720080185	0.1279394858131452	7.236997279061837e-4	0.016892265033527108	TRUE
ENSSSCG00000024024	204.22711255247503	0.2944076526121735	0.1607876796157195	0.002052671293391151	0.03204025603223307	TRUE
ENSSSCG00000011899	35.83568558219356	0.29299316098002165	0.11426540905440356	4.151734387802876e-4	0.012090233038722694	TRUE
ENSSSCG00000027272	99.87446074191342	0.29203362936676486	0.12338098734815392	6.721281856841903e-4	0.016008679486971013	TRUE
ENSSSCG00000020705	26.87482177965152	0.2910241759125265	0.29459582830750164	0.00517282901915054	0.05779246088258615	FALSE
ENSSSCG00000005203	148.3567112240413	0.29011243250793706	0.09405785462069308	9.265750750369292e-5	0.005226021203888584	TRUE
ENSSSCG00000016688	72.15272708800603	0.2892459611192072	0.10847494090383303	3.1961009003052254e-4	0.010634044486717299	TRUE
ENSSSCG00000038706	468.0268264833663	0.2889766283677167	0.13681694805004704	0.0012025298732387946	0.023511318604096637	TRUE
ENSSSCG00000013433	25.4469992449939	0.2887722044835528	0.23355586218667537	0.004563464983292927	0.05350609793394149	FALSE
ENSSSCG00000023503	96.17324059357148	0.2860866843322035	0.10428977094216685	2.558481103286085e-4	0.009176660827200112	TRUE
ENSSSCG00000025345	20.24755837957255	0.28588358409849923	0.170323570276033	0.0026735726338359893	0.037593553290602065	TRUE
ENSSSCG00000020871	76.13788080062334	0.2839195798320825	0.10035483283292984	2.0373528190028664e-4	0.008134399202608287	TRUE
ENSSSCG00000016170	23.873751167780846	0.28257054119997693	0.16004545419225152	0.0022702620314683938	0.034137180913219496	TRUE
ENSSSCG00000015540	12.416255340544284	0.2820311997101473	0.23989249149483172	0.0047530022137291595	0.0549103839527229	FALSE
ENSSSCG00000024476	10.269840859904313	0.2805074766170972	0.3293741689699049	0.0057204459261814295	0.06065031837318284	FALSE
ENSSSCG00000035078	50.11996321213117	0.2801185193071918	0.11639861378015919	6.208856126319436e-4	0.015317197585124955	TRUE
ENSSSCG00000002554	81.35426906433494	0.279669229516174	0.14789683676225976	0.0018531168538329767	0.029973868770100134	TRUE
