Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSSSCG00000029761	17.60519664343444	0.03912120615933734	0.0690198459693759	0.04782417098727162	0.20264179178603234	FALSE
ENSSSCG00000015593	75.37884733522743	0.03910378475375927	0.05140713357608727	0.1684845962001424	0.41170048213054605	FALSE
ENSSSCG00000022009	99.50404454329343	0.03909674997793764	0.06413634761432899	0.09627371429808136	0.3019063854268563	FALSE
ENSSSCG00000010107	600.0894969118252	0.03907975673345743	0.0394251817406728	0.16743166665693876	0.4100658518685649	FALSE
ENSSSCG00000011570	94.19603160175868	0.03906546386893295	0.058523477474483776	0.1354524192599225	0.363129869831851	FALSE
ENSSSCG00000015986	37.500631136011954	0.0390558961711747	0.06604372018468106	0.07776372426020631	0.26748635047948827	FALSE
ENSSSCG00000009236	97.60985643151746	0.039017508717349034	0.045508363349694096	0.17611463609951952	0.42225209527527025	FALSE
ENSSSCG00000012653	1387.6900213505676	0.03900040242276024	0.051379271297966246	0.2196655221898899	0.4761733109327581	FALSE
ENSSSCG00000002344	146.31961469526223	0.0389782658664904	0.03925328795785679	0.16506427791563455	0.40627141227832503	FALSE
ENSSSCG00000032220	328.3979423028692	0.03896834627879834	0.042643785676295974	0.17573762883408645	0.4218207599021326	FALSE
ENSSSCG00000012576	856.2332153359189	0.038940764590455125	0.04551793918875051	0.18238910747554682	0.4306937803298048	FALSE
ENSSSCG00000001683	178.54863039424862	0.038937425378858234	0.04235148051993761	0.1734068575640659	0.41904822913851186	FALSE
ENSSSCG00000002350	119.86568136559283	0.03890403486010334	0.05918502698696437	0.1475717022992571	0.379741836377939	FALSE
ENSSSCG00000015052	354.0914900231283	0.03887939671568022	0.0323246764968833	0.13106925511026116	0.35714488838593433	FALSE
ENSSSCG00000013302	836.5354984724108	0.03887135273727651	0.045210855363527376	0.1800664895323172	0.4277389665232999	FALSE
ENSSSCG00000035518	754.168762067278	0.03886932551168915	0.04631160655874851	0.19750329951366138	0.44999545662153245	FALSE
ENSSSCG00000005376	22.296222925409772	0.03884753547305268	0.06549849487189914	0.0819489210697601	0.27500281908868435	FALSE
ENSSSCG00000004602	12.58945913331157	0.03884601940120292	0.0693247587495784	0.04228687725274021	0.18792516159302122	FALSE
ENSSSCG00000006899	2583.6054558771334	0.03882752310633923	0.04072201979194868	0.1612199677238343	0.3999629628883983	FALSE
ENSSSCG00000036348	65.49958151461985	0.038798201244988825	0.05468485347605254	0.15921370817975847	0.39661078450400694	FALSE
ENSSSCG00000040431	15.333555230451635	0.03879150512666927	0.06869787019960369	0.04700551552013232	0.20123241576508114	FALSE
ENSSSCG00000001914	61.61539651344605	0.03877182478834206	0.06540092007333319	0.08320416087716102	0.27774995133735686	FALSE
ENSSSCG00000012875	112.15539526815351	0.03876283481704868	0.05543658335930337	0.1471836546967323	0.3795163784829157	FALSE
ENSSSCG00000014362	136.8284087595565	0.038730349477733426	0.04261250750482107	0.1760756865223883	0.42222543320968475	FALSE
ENSSSCG00000013645	199.7837368729187	0.03872906708303095	0.039921623687248664	0.15925630635477842	0.3966245371002459	FALSE
ENSSSCG00000013659	839.9037389592897	0.03872576908125405	0.028513530985252295	0.10619654100727753	0.318176798573586	FALSE
ENSSSCG00000007980	241.17128662888246	0.03869509087257267	0.047911221016232845	0.17874036489567618	0.4259894464651585	FALSE
ENSSSCG00000012890	129.3284797348072	0.0386933402290957	0.061927211683846885	0.11737637755153321	0.33480624181460084	FALSE
ENSSSCG00000032475	80.24728567986465	0.03867426492382078	0.05992693183070024	0.13001733083054917	0.3551076405690534	FALSE
ENSSSCG00000039812	2022.8919210125036	0.03866829962227637	0.03495946304421086	0.15133048353820458	0.38426545543793134	FALSE
ENSSSCG00000029920	309.20365555943954	0.03863608916611947	0.041129937766260824	0.17501336374197188	0.4213155320668623	FALSE
ENSSSCG00000035331	105.11288073297453	0.03861894057346657	0.0550909984744693	0.16113847254039243	0.3999334051010689	FALSE
ENSSSCG00000032297	136.8077410392049	0.038618147274708	0.05029894418683365	0.17547524316243407	0.42160841979849695	FALSE
ENSSSCG00000027677	30.157556596406515	0.03861510709076516	0.06954650451902428	0.03699532591682153	0.17328487952874283	FALSE
ENSSSCG00000036310	189.87653570119565	0.038602420421437404	0.05765565328981508	0.1335665033362429	0.36071039313233844	FALSE
ENSSSCG00000039142	53.359133799539066	0.038598945154471126	0.06412749641126808	0.09579594233936381	0.3014135290694375	FALSE
ENSSSCG00000037935	115.27018803543942	0.038579396492846356	0.06152493289716759	0.11806494297716646	0.33582326862571604	FALSE
ENSSSCG00000012152	253.29744561422908	0.038564899099385284	0.049689472013653695	0.17193629517055514	0.41664549917388	FALSE
ENSSSCG00000009358	91.86206196514362	0.038540297743554455	0.04700925377530885	0.1810905036295986	0.42906872423208475	FALSE
ENSSSCG00000004962	3153.795452446705	0.0385342842026429	0.03446477516523396	0.18405425983128654	0.4328070722505083	FALSE
ENSSSCG00000017691	15.164852731832664	0.03851900039715596	0.0688686143052153	0.04433299270151318	0.19372700612539115	FALSE
ENSSSCG00000028278	1026.3563075537973	0.03848199060275363	0.024777606343534073	0.07600569507874766	0.2638806420445674	FALSE
ENSSSCG00000004092	246.4383146705533	0.03847868214786792	0.0449914564856821	0.18595969530785533	0.43512962634342706	FALSE
ENSSSCG00000014427	503.39884072621356	0.03846545704328342	0.029249560093892835	0.11372691336905198	0.32916212947035745	FALSE
ENSSSCG00000005346	109.97248836625167	0.03846378684424867	0.04455864940672459	0.18107691892916986	0.42906872423208475	FALSE
ENSSSCG00000027854	906.2760650117558	0.038454947141259625	0.05989763880420296	0.09943702520030652	0.30737215021013437	FALSE
ENSSSCG00000012435	562.2191636424564	0.03842522058332197	0.04695760588896552	0.18387984701304402	0.4326011316772635	FALSE
ENSSSCG00000009744	565.2997745013753	0.03842069575176548	0.043371493333578495	0.18380387094767786	0.4326011316772635	FALSE
ENSSSCG00000001826	332.93949150137485	0.03839113184236014	0.052104080126471275	0.1744664243763068	0.4207756551643847	FALSE
ENSSSCG00000011621	828.3883431989028	0.03838070371236971	0.039069075946748494	0.17016955916525262	0.4139510263997455	FALSE
ENSSSCG00000023533	269.6656786835102	0.03836680301744288	0.03320784471816528	0.1417699395472546	0.3724560212659648	FALSE
ENSSSCG00000003161	29.750817273962365	0.0383275484590188	0.05953613342188213	0.13383038658737662	0.36084496628819585	FALSE
ENSSSCG00000002859	330.2423349875543	0.038321769617396174	0.031455488725778635	0.13132504735452044	0.35726441069800685	FALSE
ENSSSCG00000023105	280.9896960099328	0.038311330536263226	0.056287027898433775	0.1471839158313654	0.3795163784829157	FALSE
ENSSSCG00000013399	100.57926050573097	0.038309526788585506	0.05861455627579715	0.14537103341990437	0.37740748101416655	FALSE
ENSSSCG00000012642	761.4826470615997	0.03829973382002813	0.040231615516342994	0.1730908059128616	0.41850736371473085	FALSE
ENSSSCG00000023187	102.39411957157486	0.03824741526748007	0.06046133597944776	0.1250621085874592	0.3470719428368266	FALSE
ENSSSCG00000014133	1806.7508115427224	0.03821875946921727	0.04458196617741112	0.14773262958104885	0.3798982128819785	FALSE
ENSSSCG00000015798	17.994262303288238	0.03821048709963201	0.06658638364205725	0.07069872695161356	0.2535948449616971	FALSE
ENSSSCG00000000927	283.64233916675244	0.03819692856788932	0.04266930758307347	0.1966765110506981	0.44895091547900895	FALSE
ENSSSCG00000004997	377.20110331737465	0.038195394774590954	0.04585234883170017	0.18389425268704057	0.4326011316772635	FALSE
ENSSSCG00000032181	124.40657417031412	0.03817857114450077	0.0460748991088132	0.18315512136944725	0.4317900776849874	FALSE
ENSSSCG00000026108	641.8245825062118	0.03812961598208815	0.05730817522241678	0.14990433810077436	0.38242393527310753	FALSE
ENSSSCG00000029590	82.76461463846066	0.038105947656252956	0.05276730503667563	0.17034168685618895	0.4142369086363357	FALSE
ENSSSCG00000000037	282.51895274968786	0.03810247130871455	0.03132626314347413	0.13422131746874502	0.3614448317141913	FALSE
ENSSSCG00000030560	385.1903365373069	0.038096176036405464	0.04517604879172881	0.20029775908828118	0.45233563974793894	FALSE
ENSSSCG00000037083	65.79399001669388	0.038087835369079184	0.06314884491870396	0.10225957939908442	0.31223230803842	FALSE
ENSSSCG00000023890	655.565714240534	0.038083689144361346	0.03124695896480548	0.13122413092012297	0.3572018956984833	FALSE
ENSSSCG00000032612	52.99567197804386	0.03797220991766649	0.05998257321247067	0.1299502076653046	0.35498821582607154	FALSE
ENSSSCG00000010132	2114.270701476682	0.03796894412409065	0.03769468804998382	0.1752624965742674	0.4214809472772285	FALSE
ENSSSCG00000008221	456.7594180695763	0.03796323288955165	0.037604107156464124	0.17548491767911337	0.42160841979849695	FALSE
ENSSSCG00000009711	645.6242056801264	0.03794142170786908	0.03695263721072854	0.16811073041816926	0.4109876191974273	FALSE
ENSSSCG00000005689	402.4139937291873	0.03788329657980953	0.05277478645996087	0.17260763795434347	0.4176053393467229	FALSE
ENSSSCG00000000699	15.28082425216283	0.037875460425284446	0.07004880910723982	0.024131066241000153	0.1360762299511967	FALSE
ENSSSCG00000005469	29.8604445799763	0.03784587625796742	0.05936153357945607	0.13505733415431834	0.36273497500253454	FALSE
ENSSSCG00000037274	2843.8539571452775	0.037828505813914594	0.05527309650181689	0.09744792825639287	0.30381858357182134	FALSE
ENSSSCG00000026559	113.32031498388011	0.03781484928690921	0.06137853563347055	0.11940867854403678	0.33770197102711846	FALSE
ENSSSCG00000039926	43.3973443853991	0.03780599426177521	0.06449024027094348	0.08795764744815944	0.28655645846757033	FALSE
ENSSSCG00000006359	742.9654760813908	0.03779566008262135	0.060437513443637576	0.12566471528971865	0.34779005114476674	FALSE
ENSSSCG00000030153	468.5147444646181	0.03779242723719967	0.03505231030818685	0.16434403236401388	0.4051060372098812	FALSE
ENSSSCG00000012126	16424.484382735558	0.03772542845240088	0.03705946538095168	0.1499751130289342	0.38242393527310753	FALSE
ENSSSCG00000006627	241.73888933134864	0.03770836791675985	0.03655719851647789	0.16670662868394437	0.4090621463633444	FALSE
ENSSSCG00000016563	150.70458304090621	0.03770317769574948	0.044423974193869765	0.19057168388892437	0.44122594047959113	FALSE
ENSSSCG00000009308	45.142405793073095	0.037694686059034616	0.057616481136285334	0.1491974375449185	0.3814024469134799	FALSE
ENSSSCG00000005688	53.273623711445374	0.03768056462718543	0.06439542709739986	0.08776411990107966	0.28633180675946773	FALSE
ENSSSCG00000024621	1015.6052401546225	0.03766504107954938	0.04192893952941068	0.1889955572663231	0.4391180083988751	FALSE
ENSSSCG00000007146	21.491589126924342	0.03766469864954512	0.07052194193712141	0.017055868456260257	0.1125583454625405	FALSE
ENSSSCG00000001076	197.69724190715644	0.037634879080034184	0.045769655870463	0.1900206840535056	0.440515102439938	FALSE
ENSSSCG00000023956	180.92744438602375	0.03763067900174177	0.04564421329071853	0.18836022746119613	0.4382458780925116	FALSE
ENSSSCG00000000816	34.15736074434865	0.03762428322183931	0.05971846715671187	0.13250828899997183	0.3590306816812762	FALSE
ENSSSCG00000021802	719.7294230764779	0.03761237191202722	0.04147004884295367	0.18098146670828968	0.4290391895153392	FALSE
ENSSSCG00000007351	27.57678509137761	0.037610565470244835	0.06326162936843932	0.10162258187245746	0.311415433683887	FALSE
ENSSSCG00000003895	845.143229757343	0.03760763230024087	0.03807813104679461	0.14676839127323424	0.37902468636553355	FALSE
ENSSSCG00000010203	1241.8021134096311	0.03748687528121503	0.036460953475955106	0.1685988319596667	0.41178066298970756	FALSE
ENSSSCG00000025788	678.3208780978854	0.03748172268459343	0.05155922294704532	0.1771415306396139	0.4240440679811016	FALSE
ENSSSCG00000037218	101.93660999185313	0.03747278655281037	0.06360394397748041	0.09541310969232615	0.30064542061307836	FALSE
ENSSSCG00000040470	3686.5817800252685	0.03746490626284986	0.04103657091950445	0.16749302099103355	0.41007005236016797	FALSE
ENSSSCG00000022525	11.019989991426309	0.03745081420765318	0.0705044136525531	0.01587204726213588	0.10851040823929027	FALSE
ENSSSCG00000000723	332.7930822845821	0.03744544804477118	0.041624707563806464	0.18728066526574882	0.43714188514029867	FALSE
ENSSSCG00000029151	285.3283912241762	0.0374445929635618	0.04225534936216964	0.18792352097082232	0.4377668755058063	FALSE
ENSSSCG00000007486	8.822116045178255	0.03743908995731481	0.07092112329481355	0.011188654505315096	0.08943849639338285	FALSE
ENSSSCG00000029425	280.6894761377288	0.03741453499004495	0.03697863944394773	0.17832222230989414	0.42552764342335864	FALSE
ENSSSCG00000024814	32.128066939850406	0.03739400128422213	0.06414908908482327	0.08804950707206724	0.28667105607240434	FALSE
ENSSSCG00000034645	475.1442476633036	0.03735710771105627	0.042752069524082545	0.22220097077601783	0.47927681669231487	FALSE
ENSSSCG00000015291	8.37049936088031	0.037353354001257506	0.06939326197002535	0.025749287643528993	0.1419579186510254	FALSE
ENSSSCG00000014022	2796.5688497853203	0.03734420378011758	0.028207156794225825	0.10173188118624943	0.31156158687076635	FALSE
ENSSSCG00000034854	1107.0791691297145	0.037341963892360684	0.03173093604805685	0.14254314493097045	0.37371083374679176	FALSE
ENSSSCG00000028827	386.2037457722534	0.03732330928303039	0.0380079200121739	0.183693380021879	0.43249471782929044	FALSE
ENSSSCG00000039815	26.587818997319047	0.037295929849158464	0.06580756881490496	0.0672697022581655	0.24569473342823472	FALSE
ENSSSCG00000027293	686.4852271264236	0.03728789203422543	0.02878700048061806	0.1201827414346875	0.33879145489073553	FALSE
ENSSSCG00000006581	2950.1857456653815	0.0372598923025762	0.05579960345126728	0.15488652212987294	0.39048493083323904	FALSE
ENSSSCG00000012000	372.8601064357141	0.03725923705943284	0.04057309407513298	0.18840692426455066	0.43828731293188633	FALSE
ENSSSCG00000008413	1818.4206323158223	0.03725335553128365	0.04279469917638779	0.23360393164536	0.49443072196412774	FALSE
ENSSSCG00000003183	106.63365400152846	0.03723451488142662	0.05705477484660772	0.15449983744951368	0.38985171246887035	FALSE
ENSSSCG00000023991	553.9753723112747	0.037232377719329565	0.03772144161449262	0.1786013551947462	0.4258588340428555	FALSE
ENSSSCG00000037377	59.816002841557214	0.03722933986886883	0.06962885963710605	0.021690534137959863	0.1282997208347474	FALSE
ENSSSCG00000011474	382.1237382523578	0.03722308682376986	0.03591248005877506	0.17342498225419958	0.41904822913851186	FALSE
ENSSSCG00000040411	12.197910055190224	0.037221965701649755	0.06835085455286966	0.036013758383768635	0.17067164362848514	FALSE
ENSSSCG00000013402	1033.4808292669218	0.037211338283008676	0.031993737495138494	0.12812192759646468	0.3524049828668532	FALSE
ENSSSCG00000028723	30.620962956810207	0.03714907652481765	0.06189406076098007	0.11431175313464205	0.33028716788398194	FALSE
ENSSSCG00000036129	610.249649737171	0.03713654020495555	0.021973929658513323	0.05829403407145015	0.22714106385196045	FALSE
ENSSSCG00000017526	53.38276344403971	0.037127570001284166	0.05996027630064522	0.1311731478228608	0.3572018956984833	FALSE
ENSSSCG00000023983	537.8323625545842	0.03709333185870856	0.0448448269641651	0.19691913120239948	0.44922105292476144	FALSE
ENSSSCG00000023604	578.5119769066224	0.03708503849340451	0.05273153979360749	0.27825555107595096	0.5430362976718307	FALSE
ENSSSCG00000034090	579.9039408640774	0.03708353943123432	0.03339878858935232	0.15600064336443573	0.392122201264702	FALSE
ENSSSCG00000006935	190.34618437979677	0.03707354691224379	0.06515365468009789	0.07341730511290676	0.2589319381277664	FALSE
ENSSSCG00000006247	27.307055706750926	0.037067566293793194	0.06595344661702464	0.06506363727174456	0.24099236621542416	FALSE
ENSSSCG00000003559	1219.8381192627153	0.037060336817010264	0.033133992455452344	0.14656956170239197	0.3786988278866664	FALSE
ENSSSCG00000028460	279.9551195390389	0.03704417967026507	0.06219837810429761	0.10759341082619223	0.32058272369500956	FALSE
ENSSSCG00000002013	136.0110631248825	0.037040154701445706	0.051580958448513674	0.18124233921435048	0.4291881958108515	FALSE
ENSSSCG00000031442	90.74873502181114	0.03703169545963652	0.04429332181818865	0.19832323797515572	0.45062679152999136	FALSE
ENSSSCG00000035940	225.92064847633014	0.037031395948889004	0.05838270632894576	0.1463953651243922	0.3786602222143892	FALSE
ENSSSCG00000003139	161.63942527579096	0.037014280370885784	0.05559954381036785	0.16538728649270623	0.4067915150872307	FALSE
ENSSSCG00000010613	115.51771109589886	0.03699588605736396	0.05562483287662733	0.16041201296544877	0.3985215426087749	FALSE
ENSSSCG00000004576	149.12707075347694	0.03698205074265127	0.05887098107132852	0.14496925394917026	0.3772214145288479	FALSE
ENSSSCG00000014088	77.91772185114564	0.036977798464690244	0.055680438863113184	0.16322237989723404	0.4033897943966175	FALSE
ENSSSCG00000036592	1602.2203000635677	0.03696388847037511	0.028840090316843557	0.11867315954544937	0.3368491020904205	FALSE
ENSSSCG00000037170	810.859011739137	0.0369608963341649	0.027358144974250573	0.11246102182818073	0.3274224898954293	FALSE
ENSSSCG00000006096	217.9693569387398	0.036949840946207436	0.03568831557533583	0.1709485133043253	0.4152593245046695	FALSE
ENSSSCG00000040007	193.9742293347198	0.03694799726133416	0.03804044555752215	0.1811070465319187	0.42906872423208475	FALSE
ENSSSCG00000008300	217.78794811130507	0.03693012116741648	0.04359832691227427	0.19599979501094048	0.44838795083021543	FALSE
ENSSSCG00000021236	250.7341338608287	0.03692922459911062	0.04573491954981918	0.16209945374831883	0.401637571553412	FALSE
ENSSSCG00000013552	166.00218822429602	0.036911752964429737	0.043081617783489366	0.19533526709240426	0.4476101302410448	FALSE
ENSSSCG00000036688	248.47777632735855	0.036852630763940034	0.03657991997539055	0.17767313894541364	0.42511541777003875	FALSE
ENSSSCG00000024776	213.89298418458102	0.03682716945194959	0.043182241117770664	0.19888895441770257	0.45105279767195566	FALSE
ENSSSCG00000025038	42.33090607818281	0.03682283534071524	0.06916949369369221	0.02219426888871938	0.13001214192264496	FALSE
ENSSSCG00000017066	345.641162290684	0.03682057572698629	0.04310394120384805	0.1778878440416926	0.4251959172147952	FALSE
ENSSSCG00000009019	3390.234072091096	0.036810464314345044	0.043537904544293314	0.19141034867808496	0.4422902543624589	FALSE
ENSSSCG00000039935	408.5589994390412	0.036801868275976285	0.0359411603666458	0.17941771052587766	0.4267992323767036	FALSE
ENSSSCG00000007993	539.67366777143	0.03678332476965858	0.04440948347440566	0.20421415771472873	0.4569262910652595	FALSE
ENSSSCG00000033071	114.89338803302141	0.036760126280090843	0.061464667141753714	0.1000407580306102	0.30843698045934115	FALSE
ENSSSCG00000016370	2621.713911095997	0.03675959132592627	0.03853543740792584	0.18956792918818366	0.4399762309382167	FALSE
ENSSSCG00000003743	965.7662896033335	0.03674741370837317	0.028373679098236532	0.12348662595176389	0.344717403668843	FALSE
ENSSSCG00000008429	10.804147046488527	0.03674501714652818	0.07078859552176657	0.006251728268587064	0.06417538652977195	FALSE
ENSSSCG00000032131	6702.1349442368655	0.036736040849473454	0.030513544849135484	0.13258391888896087	0.3591435846069121	FALSE
ENSSSCG00000039045	272.93011491522077	0.03670728955289715	0.06565746238919716	0.07421363451408303	0.26021938129134914	FALSE
ENSSSCG00000024146	9.250794198278692	0.03669972915321575	0.07062708336102494	0.007289276034073402	0.06978538013111087	FALSE
ENSSSCG00000010832	210.8548921753258	0.036679695565986395	0.05938537819444194	0.1348415229946412	0.36241197287417115	FALSE
ENSSSCG00000011245	86.10501782108727	0.03664665650177506	0.059120910108079586	0.13721329797459916	0.3659342866708769	FALSE
ENSSSCG00000031086	10.895938760630717	0.03664476211623312	0.06927050240324004	0.018963393391314344	0.11914425052513274	FALSE
ENSSSCG00000032986	183.753290148884	0.03664031319803365	0.04306296358096484	0.1975394964498656	0.44999545662153245	FALSE
ENSSSCG00000022895	133.40959980287116	0.03661500784460399	0.05848029073164283	0.14516338207061621	0.3772557096223688	FALSE
ENSSSCG00000030642	219.38849171741742	0.03658269306192275	0.03651014607292828	0.18077076886253238	0.4288747623428212	FALSE
ENSSSCG00000013922	411.20494436401765	0.0365795694941131	0.04342111000802069	0.20870567890019492	0.462018021580562	FALSE
ENSSSCG00000034681	27.04405616942746	0.03655906593173661	0.06771960527746239	0.036996659325159706	0.17328487952874283	FALSE
ENSSSCG00000023366	416.1118842789162	0.03650469124309425	0.035109469545756423	0.17779837816352406	0.4251959172147952	FALSE
ENSSSCG00000035997	3424.320693283858	0.03649633918779365	0.04786389646933205	0.19676448860516355	0.44898643722628084	FALSE
ENSSSCG00000024514	56.241626186039	0.036491456448311824	0.06692314733975901	0.04747760496487847	0.2024668954008868	FALSE
ENSSSCG00000034124	261.2388076195853	0.036479410194956756	0.04000539111394688	0.1927832063934107	0.44431964824819187	FALSE
ENSSSCG00000037077	196.992556362934	0.03646425722354091	0.040235268696740246	0.19102485833800295	0.44171375536140506	FALSE
ENSSSCG00000012039	157.6754534178918	0.03645293285362708	0.06060683968166474	0.124691685249827	0.34648759132058154	FALSE
ENSSSCG00000036877	432.9723631865242	0.03645052364980077	0.04053005953147698	0.20615173420699318	0.4590158660681685	FALSE
ENSSSCG00000003271	2802.3693254820696	0.03642029619755768	0.0477577373873947	0.314282561570321	0.5781289250709939	FALSE
ENSSSCG00000006954	707.1720956008099	0.036410899362611104	0.05314848278900976	0.1803883048086189	0.4281682353811586	FALSE
ENSSSCG00000004070	515.9019353833326	0.036404923769750935	0.027017157088621704	0.11460324163309396	0.3304999775816958	FALSE
ENSSSCG00000016043	406.40700236175513	0.03639437344805332	0.03866335243701237	0.18801519911268988	0.43786081411185845	FALSE
ENSSSCG00000013742	2561.4392286423863	0.03639344530612796	0.031312980477777926	0.1464964364371883	0.3786988278866664	FALSE
ENSSSCG00000013072	2896.125436098727	0.03638869765153875	0.04212921215300845	0.3361234162940028	0.5983063971734851	FALSE
ENSSSCG00000014924	249.40198584356335	0.03638350903139624	0.062165316399044906	0.11010322929897105	0.3235120858433465	FALSE
ENSSSCG00000017190	1062.741203607857	0.03636682323628059	0.02814038412979534	0.1256144827681757	0.3477779074012338	FALSE
ENSSSCG00000006717	1109.6961023786725	0.03636373103018618	0.0476669776723231	0.2066666092244876	0.4596900447374176	FALSE
ENSSSCG00000037482	67.97261246272777	0.03634540229987164	0.06126689485203458	0.11598235871279314	0.33255870013808086	FALSE
ENSSSCG00000001398	201.69765645991328	0.036281387640613214	0.06554321507872343	0.06305884244110627	0.2369313416335969	FALSE
ENSSSCG00000017289	901.5760918883008	0.03625929743733953	0.022704204459611275	0.07387652417467606	0.25956307928256384	FALSE
ENSSSCG00000029763	79.8428381351739	0.03625136400959785	0.06558062850108821	0.06061791751574544	0.23177798501736135	FALSE
ENSSSCG00000010520	568.0254022843181	0.03622787142981831	0.028129009201435243	0.12859715352112377	0.3530331940585763	FALSE
ENSSSCG00000016919	23.016579169623075	0.036201017538346265	0.06373350178882493	0.08640319673497383	0.2833752999117909	FALSE
ENSSSCG00000011821	61.664981013843985	0.03617376853473805	0.06603829988890975	0.054707860108677245	0.21883144043470898	FALSE
ENSSSCG00000012102	488.3975375132205	0.03617317157936978	0.05228533396581014	0.17786266445291934	0.4251959172147952	FALSE
ENSSSCG00000015313	274.4291964952117	0.03616022005863572	0.038734410748506115	0.19451230453582247	0.4464660642083962	FALSE
ENSSSCG00000032313	234.7422154589363	0.03615593784937233	0.04307450173521742	0.19987801404152547	0.45189550021819613	FALSE
ENSSSCG00000022155	303.3321237429144	0.03615120645319016	0.04177840807844911	0.19987156089313954	0.45189550021819613	FALSE
ENSSSCG00000010765	932.8022056924331	0.03614552935084554	0.04382986012657487	0.1972318582297853	0.4496471454639072	FALSE
ENSSSCG00000001384	591.8459731493219	0.03612993533539595	0.03632254240517947	0.18083086713637175	0.42889150492709494	FALSE
ENSSSCG00000015336	251.35173256414933	0.036128503440091005	0.0436583881072729	0.20368423208496553	0.4565249743647929	FALSE
ENSSSCG00000002351	324.92783514334536	0.036099907716209544	0.034031936947412036	0.16338957287675857	0.40367148667744357	FALSE
ENSSSCG00000040067	31.042872957257295	0.03608765754920417	0.058174409845971185	0.14743816626718634	0.379557994274074	FALSE
ENSSSCG00000000869	257.5448549775925	0.036082365985850774	0.040509289360311035	0.1985466720240485	0.45068074625207416	FALSE
ENSSSCG00000005620	247.50996874205583	0.036074568559892425	0.04164779657071015	0.20466890584832392	0.45742001995626713	FALSE
ENSSSCG00000034031	515.7806703696422	0.03607427699264376	0.031496210156859265	0.15337617576949197	0.38798604845695356	FALSE
ENSSSCG00000021176	18.812850046912622	0.03606353145450214	0.06461885772033815	0.07307739167849588	0.2585138269275919	FALSE
ENSSSCG00000017728	291.46290810036675	0.0360592394221386	0.04500371013691046	0.2065950140286092	0.45966557454788953	FALSE
ENSSSCG00000032957	697.4968260503	0.03604539367908565	0.0323097131537747	0.16157321285799545	0.40068466581914136	FALSE
ENSSSCG00000017146	721.58476329562	0.03604136557457114	0.065474260929216	0.06187582151856595	0.23457770216883625	FALSE
ENSSSCG00000030546	1651.2487384824035	0.036023669100860155	0.048019551985530484	0.3770271859762285	0.6343857675092979	FALSE
ENSSSCG00000006635	260.19623255660036	0.036018188128318814	0.042632691447313555	0.20481830934123274	0.4574567038606187	FALSE
ENSSSCG00000010105	597.7163209942865	0.03600794105688728	0.033426204207859876	0.16736873285179832	0.4100658518685649	FALSE
ENSSSCG00000000754	124.92919719856576	0.03599062539981221	0.050399238109079224	0.1943146774918823	0.4462825139126307	FALSE
ENSSSCG00000033009	71.96768047291685	0.03598836828479128	0.054847271309608966	0.17518048803983038	0.421477698151016	FALSE
ENSSSCG00000027946	546.62804434044	0.035980433471216614	0.04244916746927643	0.2008656533198913	0.45296279610127693	FALSE
ENSSSCG00000015844	164.77414706597824	0.03594883762482942	0.039942973012255474	0.19863621331113274	0.45081654874442867	FALSE
ENSSSCG00000040154	139.40150930936613	0.03592686265101628	0.04737040485270442	0.2041728104987374	0.4569262910652595	FALSE
ENSSSCG00000016809	320.9991327190582	0.03591141170336561	0.033798465015444756	0.17560371401016278	0.4216267683117882	FALSE
ENSSSCG00000011741	679.5801115687473	0.03591061868678568	0.047436079770807195	0.20491211160263503	0.4575988456336736	FALSE
ENSSSCG00000036027	137.611728812029	0.035904590153123105	0.045948930597219995	0.20439724975917659	0.45705454286606145	FALSE
ENSSSCG00000013492	97.72098390213588	0.03589830994014079	0.04535337712746873	0.2073664935367143	0.46070646360214224	FALSE
ENSSSCG00000017382	290.3198764874329	0.035892913113118784	0.05043309887460982	0.21024533773340365	0.4641120710157428	FALSE
ENSSSCG00000030291	593.398347855123	0.03588089183047308	0.03370976394494604	0.19598552642282555	0.44838795083021543	FALSE
ENSSSCG00000027232	18.10626180933309	0.03587676797841436	0.06345110070702362	0.08857659649136296	0.2878929138746698	FALSE
ENSSSCG00000006236	214.16829208312487	0.0358618819740515	0.04004693023871227	0.1997157055153204	0.45189550021819613	FALSE
ENSSSCG00000009505	1793.9594334462886	0.03584581435752724	0.034134469811623824	0.17055715193439638	0.4146279617286752	FALSE
ENSSSCG00000029251	4540.35440804225	0.03583350430618326	0.04286017764206858	0.2199022410155256	0.47645305385257847	FALSE
ENSSSCG00000033298	244.3117699753603	0.035814456046855944	0.04071039203949414	0.2026136896743019	0.45548301966787796	FALSE
ENSSSCG00000010204	34.02733924235529	0.03581277051248588	0.06444481307504024	0.0735102727971562	0.25898555631573333	FALSE
ENSSSCG00000011310	19.82259827135208	0.035808620423438735	0.06451292910071553	0.07215105716725417	0.2567432833036187	FALSE
ENSSSCG00000013618	37.5491795009663	0.03580204944517655	0.06121467023724116	0.11638566062159683	0.3332961953474645	FALSE
ENSSSCG00000023557	13.583343880307083	0.03575047034659378	0.06568011247021122	0.05413595583406966	0.21727760966523088	FALSE
ENSSSCG00000012278	36.1065384764393	0.03574685764436358	0.05836342992672471	0.14456358496021415	0.3769126082313165	FALSE
ENSSSCG00000001702	438.5651940873402	0.03571418415212447	0.037474686728659154	0.19281575033391082	0.44431964824819187	FALSE
